device_id,device_name,timestamp,power_draw_kw
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:00:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:05:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:10:00",1.99
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:15:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:20:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:25:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:30:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:35:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:40:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:45:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:50:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 00:55:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:00:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:05:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:10:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:15:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:20:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:25:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:30:00",1.99
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:35:00",2.00
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:40:00",2.01
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-05-25 01:45:00",2.01
