device_id,device_name,timestamp,power_draw_kw
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 11:50:00",42.1
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 11:55:00",42.1
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:00:00",42.1
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:05:00",42.0
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:10:00",1.22
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:15:00",1.21
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:20:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:25:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:30:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:35:00",33.5
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:40:00",42.3
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:45:00",42.6
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:50:00",21.8
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 12:55:00",1.21
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:00:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:05:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:10:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:15:00",28.1
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:20:00",42.0
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:25:00",39.9
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:30:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:35:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:40:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:45:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:50:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 13:55:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:00:00",1.16
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:05:00",42.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:10:00",42.6
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:15:00",19.7
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:20:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:25:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:30:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:35:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:40:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:45:00",1.16
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:50:00",33.7
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 14:55:00",41.9
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:00:00",9.35
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:05:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:10:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:15:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:20:00",9.60
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:25:00",42.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:30:00",42.3
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:35:00",42.6
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:40:00",11.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 15:45:00",1.20
